Epoch 1 Training:   0%|                                                                                                          | 0/13500 [00:00<?, ?it/s]C:\Projects\Sereact_coding_challenge\.venv\Lib\site-packages\torch\utils\checkpoint.py:61: UserWarning: None of the inputs have requires_grad=True. Gradients will be None
  warnings.warn(
Epoch 1 Training:   2%|█▎                                                                  | 255/13500 [1:29:12<98:04:16, 26.66s/it, loss=0.941, batch=254]
Epoch 00118: adjusting learning rate of group 0 to 1.9993e-04.
Epoch 00119: adjusting learning rate of group 0 to 1.9993e-04.
Epoch 00120: adjusting learning rate of group 0 to 1.9993e-04.
Epoch 00121: adjusting learning rate of group 0 to 1.9993e-04.
Epoch 00122: adjusting learning rate of group 0 to 1.9993e-04.
Epoch 00123: adjusting learning rate of group 0 to 1.9993e-04.
Epoch 00124: adjusting learning rate of group 0 to 1.9992e-04.
Epoch 00125: adjusting learning rate of group 0 to 1.9992e-04.
Epoch 00126: adjusting learning rate of group 0 to 1.9992e-04.
Epoch 00127: adjusting learning rate of group 0 to 1.9992e-04.
Epoch 00128: adjusting learning rate of group 0 to 1.9992e-04.
Epoch 00129: adjusting learning rate of group 0 to 1.9992e-04.
Epoch 00130: adjusting learning rate of group 0 to 1.9992e-04.
Epoch 00131: adjusting learning rate of group 0 to 1.9992e-04.
Epoch 00132: adjusting learning rate of group 0 to 1.9991e-04.
Epoch 00133: adjusting learning rate of group 0 to 1.9991e-04.
Epoch 00134: adjusting learning rate of group 0 to 1.9991e-04.
Epoch 00135: adjusting learning rate of group 0 to 1.9991e-04.
Epoch 00136: adjusting learning rate of group 0 to 1.9991e-04.
Epoch 00137: adjusting learning rate of group 0 to 1.9991e-04.
Epoch 00138: adjusting learning rate of group 0 to 1.9991e-04.
Epoch 00139: adjusting learning rate of group 0 to 1.9990e-04.
Epoch 00140: adjusting learning rate of group 0 to 1.9990e-04.
Epoch 00141: adjusting learning rate of group 0 to 1.9990e-04.
Epoch 00142: adjusting learning rate of group 0 to 1.9990e-04.
Epoch 00143: adjusting learning rate of group 0 to 1.9990e-04.
Epoch 00144: adjusting learning rate of group 0 to 1.9990e-04.
Epoch 00145: adjusting learning rate of group 0 to 1.9990e-04.
Epoch 00146: adjusting learning rate of group 0 to 1.9989e-04.
Epoch 00147: adjusting learning rate of group 0 to 1.9989e-04.
Epoch 00148: adjusting learning rate of group 0 to 1.9989e-04.
Epoch 00149: adjusting learning rate of group 0 to 1.9989e-04.
Epoch 00150: adjusting learning rate of group 0 to 1.9989e-04.
Epoch 00151: adjusting learning rate of group 0 to 1.9989e-04.
Epoch 00152: adjusting learning rate of group 0 to 1.9989e-04.
Epoch 00153: adjusting learning rate of group 0 to 1.9988e-04.
Epoch 00154: adjusting learning rate of group 0 to 1.9988e-04.
Epoch 00155: adjusting learning rate of group 0 to 1.9988e-04.
Epoch 00156: adjusting learning rate of group 0 to 1.9988e-04.
Epoch 00157: adjusting learning rate of group 0 to 1.9988e-04.
Epoch 00158: adjusting learning rate of group 0 to 1.9988e-04.
Epoch 00159: adjusting learning rate of group 0 to 1.9988e-04.
Epoch 00160: adjusting learning rate of group 0 to 1.9987e-04.
Epoch 00161: adjusting learning rate of group 0 to 1.9987e-04.
Epoch 00162: adjusting learning rate of group 0 to 1.9987e-04.
Epoch 00163: adjusting learning rate of group 0 to 1.9987e-04.
Epoch 00164: adjusting learning rate of group 0 to 1.9987e-04.
Epoch 00165: adjusting learning rate of group 0 to 1.9987e-04.
Epoch 00166: adjusting learning rate of group 0 to 1.9986e-04.
Epoch 00167: adjusting learning rate of group 0 to 1.9986e-04.
Epoch 00168: adjusting learning rate of group 0 to 1.9986e-04.
Epoch 00169: adjusting learning rate of group 0 to 1.9986e-04.
Epoch 00170: adjusting learning rate of group 0 to 1.9986e-04.
Epoch 00171: adjusting learning rate of group 0 to 1.9986e-04.
Epoch 00172: adjusting learning rate of group 0 to 1.9985e-04.
Epoch 00173: adjusting learning rate of group 0 to 1.9985e-04.
Epoch 00174: adjusting learning rate of group 0 to 1.9985e-04.
Epoch 00175: adjusting learning rate of group 0 to 1.9985e-04.
Epoch 00176: adjusting learning rate of group 0 to 1.9985e-04.
Epoch 00177: adjusting learning rate of group 0 to 1.9985e-04.
Epoch 00178: adjusting learning rate of group 0 to 1.9984e-04.
Epoch 00179: adjusting learning rate of group 0 to 1.9984e-04.
Epoch 00180: adjusting learning rate of group 0 to 1.9984e-04.
Epoch 00181: adjusting learning rate of group 0 to 1.9984e-04.
Epoch 00182: adjusting learning rate of group 0 to 1.9984e-04.
Epoch 00183: adjusting learning rate of group 0 to 1.9983e-04.
Epoch 00184: adjusting learning rate of group 0 to 1.9983e-04.
Epoch 00185: adjusting learning rate of group 0 to 1.9983e-04.
Epoch 00186: adjusting learning rate of group 0 to 1.9983e-04.
Epoch 00187: adjusting learning rate of group 0 to 1.9983e-04.
Epoch 00188: adjusting learning rate of group 0 to 1.9983e-04.
Epoch 00189: adjusting learning rate of group 0 to 1.9982e-04.
Epoch 00190: adjusting learning rate of group 0 to 1.9982e-04.
Epoch 00191: adjusting learning rate of group 0 to 1.9982e-04.
Epoch 00192: adjusting learning rate of group 0 to 1.9982e-04.
Epoch 00193: adjusting learning rate of group 0 to 1.9982e-04.
Epoch 00194: adjusting learning rate of group 0 to 1.9981e-04.
Epoch 00195: adjusting learning rate of group 0 to 1.9981e-04.
Epoch 00196: adjusting learning rate of group 0 to 1.9981e-04.
Epoch 00197: adjusting learning rate of group 0 to 1.9981e-04.
Epoch 00198: adjusting learning rate of group 0 to 1.9981e-04.
Epoch 00199: adjusting learning rate of group 0 to 1.9980e-04.
Epoch 00200: adjusting learning rate of group 0 to 1.9980e-04.
Epoch 00201: adjusting learning rate of group 0 to 1.9980e-04.
Epoch 00202: adjusting learning rate of group 0 to 1.9980e-04.
Epoch 00203: adjusting learning rate of group 0 to 1.9980e-04.
Epoch 00204: adjusting learning rate of group 0 to 1.9979e-04.
Epoch 00205: adjusting learning rate of group 0 to 1.9979e-04.
Epoch 00206: adjusting learning rate of group 0 to 1.9979e-04.
Epoch 00207: adjusting learning rate of group 0 to 1.9979e-04.
Epoch 00208: adjusting learning rate of group 0 to 1.9979e-04.
Epoch 00209: adjusting learning rate of group 0 to 1.9978e-04.
Epoch 00210: adjusting learning rate of group 0 to 1.9978e-04.
Epoch 00211: adjusting learning rate of group 0 to 1.9978e-04.
Epoch 00212: adjusting learning rate of group 0 to 1.9978e-04.
Epoch 00213: adjusting learning rate of group 0 to 1.9978e-04.
Epoch 00214: adjusting learning rate of group 0 to 1.9977e-04.
Epoch 00215: adjusting learning rate of group 0 to 1.9977e-04.
Epoch 00216: adjusting learning rate of group 0 to 1.9977e-04.
Epoch 00217: adjusting learning rate of group 0 to 1.9977e-04.
Epoch 00218: adjusting learning rate of group 0 to 1.9977e-04.
Epoch 00219: adjusting learning rate of group 0 to 1.9976e-04.
Epoch 00220: adjusting learning rate of group 0 to 1.9976e-04.
Epoch 00221: adjusting learning rate of group 0 to 1.9976e-04.
Epoch 00222: adjusting learning rate of group 0 to 1.9976e-04.
Epoch 00223: adjusting learning rate of group 0 to 1.9975e-04.
Epoch 00224: adjusting learning rate of group 0 to 1.9975e-04.
Epoch 00225: adjusting learning rate of group 0 to 1.9975e-04.
Epoch 00226: adjusting learning rate of group 0 to 1.9975e-04.
Epoch 00227: adjusting learning rate of group 0 to 1.9975e-04.
Epoch 00228: adjusting learning rate of group 0 to 1.9974e-04.
Epoch 00229: adjusting learning rate of group 0 to 1.9974e-04.
Epoch 00230: adjusting learning rate of group 0 to 1.9974e-04.
Epoch 00231: adjusting learning rate of group 0 to 1.9974e-04.
Epoch 00232: adjusting learning rate of group 0 to 1.9973e-04.
Epoch 00233: adjusting learning rate of group 0 to 1.9973e-04.
Epoch 00234: adjusting learning rate of group 0 to 1.9973e-04.
Epoch 00235: adjusting learning rate of group 0 to 1.9973e-04.
Epoch 00236: adjusting learning rate of group 0 to 1.9973e-04.
Epoch 00237: adjusting learning rate of group 0 to 1.9972e-04.
Epoch 00238: adjusting learning rate of group 0 to 1.9972e-04.
Epoch 00239: adjusting learning rate of group 0 to 1.9972e-04.
Epoch 00240: adjusting learning rate of group 0 to 1.9972e-04.
Epoch 00241: adjusting learning rate of group 0 to 1.9971e-04.
Epoch 00242: adjusting learning rate of group 0 to 1.9971e-04.
Epoch 00243: adjusting learning rate of group 0 to 1.9971e-04.
Epoch 00244: adjusting learning rate of group 0 to 1.9971e-04.
Epoch 00245: adjusting learning rate of group 0 to 1.9970e-04.
Epoch 00246: adjusting learning rate of group 0 to 1.9970e-04.
Epoch 00247: adjusting learning rate of group 0 to 1.9970e-04.
Epoch 00248: adjusting learning rate of group 0 to 1.9970e-04.
Epoch 00249: adjusting learning rate of group 0 to 1.9969e-04.
Epoch 00250: adjusting learning rate of group 0 to 1.9969e-04.
Epoch 00251: adjusting learning rate of group 0 to 1.9969e-04.
Epoch 00252: adjusting learning rate of group 0 to 1.9969e-04.
Epoch 00253: adjusting learning rate of group 0 to 1.9968e-04.
Epoch 00254: adjusting learning rate of group 0 to 1.9968e-04.
Epoch 00255: adjusting learning rate of group 0 to 1.9968e-04.
Epoch 00256: adjusting learning rate of group 0 to 1.9968e-04.
Epoch 00257: adjusting learning rate of group 0 to 1.9967e-04.
Epoch 00258: adjusting learning rate of group 0 to 1.9967e-04.
Epoch 00259: adjusting learning rate of group 0 to 1.9967e-04.
Epoch 00260: adjusting learning rate of group 0 to 1.9967e-04.
Epoch 00261: adjusting learning rate of group 0 to 1.9966e-04.
Epoch 00262: adjusting learning rate of group 0 to 1.9966e-04.
Epoch 00263: adjusting learning rate of group 0 to 1.9966e-04.
Epoch 00264: adjusting learning rate of group 0 to 1.9966e-04.
Epoch 00265: adjusting learning rate of group 0 to 1.9965e-04.
Epoch 00266: adjusting learning rate of group 0 to 1.9965e-04.
Epoch 00267: adjusting learning rate of group 0 to 1.9965e-04.
Epoch 00268: adjusting learning rate of group 0 to 1.9965e-04.
Epoch 00269: adjusting learning rate of group 0 to 1.9964e-04.
Epoch 00270: adjusting learning rate of group 0 to 1.9964e-04.
Epoch 00271: adjusting learning rate of group 0 to 1.9964e-04.
Epoch 00272: adjusting learning rate of group 0 to 1.9964e-04.
Epoch 00273: adjusting learning rate of group 0 to 1.9963e-04.
Epoch 00274: adjusting learning rate of group 0 to 1.9963e-04.
Epoch 00275: adjusting learning rate of group 0 to 1.9963e-04.
Epoch 00276: adjusting learning rate of group 0 to 1.9962e-04.
Epoch 00277: adjusting learning rate of group 0 to 1.9962e-04.
Epoch 00278: adjusting learning rate of group 0 to 1.9962e-04.
Epoch 00279: adjusting learning rate of group 0 to 1.9962e-04.
Epoch 00280: adjusting learning rate of group 0 to 1.9961e-04.
Epoch 00281: adjusting learning rate of group 0 to 1.9961e-04.
Epoch 00282: adjusting learning rate of group 0 to 1.9961e-04.
Epoch 00283: adjusting learning rate of group 0 to 1.9961e-04.
Epoch 00284: adjusting learning rate of group 0 to 1.9960e-04.
Epoch 00285: adjusting learning rate of group 0 to 1.9960e-04.
Epoch 00286: adjusting learning rate of group 0 to 1.9960e-04.
Epoch 00287: adjusting learning rate of group 0 to 1.9959e-04.
Epoch 00288: adjusting learning rate of group 0 to 1.9959e-04.
Epoch 00289: adjusting learning rate of group 0 to 1.9959e-04.
Epoch 00290: adjusting learning rate of group 0 to 1.9959e-04.
Epoch 00291: adjusting learning rate of group 0 to 1.9958e-04.
Epoch 00292: adjusting learning rate of group 0 to 1.9958e-04.
Epoch 00293: adjusting learning rate of group 0 to 1.9958e-04.
Epoch 00294: adjusting learning rate of group 0 to 1.9957e-04.
Epoch 00295: adjusting learning rate of group 0 to 1.9957e-04.
Epoch 00296: adjusting learning rate of group 0 to 1.9957e-04.
Epoch 00297: adjusting learning rate of group 0 to 1.9957e-04.
Epoch 00298: adjusting learning rate of group 0 to 1.9956e-04.
Epoch 00299: adjusting learning rate of group 0 to 1.9956e-04.
Epoch 00300: adjusting learning rate of group 0 to 1.9956e-04.
Epoch 00301: adjusting learning rate of group 0 to 1.9955e-04.
Epoch 00302: adjusting learning rate of group 0 to 1.9955e-04.
Epoch 00303: adjusting learning rate of group 0 to 1.9955e-04.
Epoch 00304: adjusting learning rate of group 0 to 1.9954e-04.
Epoch 00305: adjusting learning rate of group 0 to 1.9954e-04.
Epoch 00306: adjusting learning rate of group 0 to 1.9954e-04.
Epoch 00307: adjusting learning rate of group 0 to 1.9954e-04.
Epoch 00308: adjusting learning rate of group 0 to 1.9953e-04.
Epoch 00309: adjusting learning rate of group 0 to 1.9953e-04.
Epoch 00310: adjusting learning rate of group 0 to 1.9953e-04.
Epoch 00311: adjusting learning rate of group 0 to 1.9952e-04.
Epoch 00312: adjusting learning rate of group 0 to 1.9952e-04.
Epoch 00313: adjusting learning rate of group 0 to 1.9952e-04.
Epoch 00314: adjusting learning rate of group 0 to 1.9951e-04.
Epoch 00315: adjusting learning rate of group 0 to 1.9951e-04.
Epoch 00316: adjusting learning rate of group 0 to 1.9951e-04.
Epoch 00317: adjusting learning rate of group 0 to 1.9950e-04.
Epoch 00318: adjusting learning rate of group 0 to 1.9950e-04.
Epoch 00319: adjusting learning rate of group 0 to 1.9950e-04.
Epoch 00320: adjusting learning rate of group 0 to 1.9950e-04.
Epoch 00321: adjusting learning rate of group 0 to 1.9949e-04.
Epoch 00322: adjusting learning rate of group 0 to 1.9949e-04.
Epoch 00323: adjusting learning rate of group 0 to 1.9949e-04.
Epoch 00324: adjusting learning rate of group 0 to 1.9948e-04.
Epoch 00325: adjusting learning rate of group 0 to 1.9948e-04.
Epoch 00326: adjusting learning rate of group 0 to 1.9948e-04.
Epoch 00327: adjusting learning rate of group 0 to 1.9947e-04.
Epoch 00328: adjusting learning rate of group 0 to 1.9947e-04.
Epoch 00329: adjusting learning rate of group 0 to 1.9947e-04.
Epoch 00330: adjusting learning rate of group 0 to 1.9946e-04.
Epoch 00331: adjusting learning rate of group 0 to 1.9946e-04.
Epoch 00332: adjusting learning rate of group 0 to 1.9946e-04.
Epoch 00333: adjusting learning rate of group 0 to 1.9945e-04.
Epoch 00334: adjusting learning rate of group 0 to 1.9945e-04.
Epoch 00335: adjusting learning rate of group 0 to 1.9945e-04.
Epoch 00336: adjusting learning rate of group 0 to 1.9944e-04.
Epoch 00337: adjusting learning rate of group 0 to 1.9944e-04.
Epoch 00338: adjusting learning rate of group 0 to 1.9944e-04.
Epoch 00339: adjusting learning rate of group 0 to 1.9943e-04.
Epoch 00340: adjusting learning rate of group 0 to 1.9943e-04.
Epoch 00341: adjusting learning rate of group 0 to 1.9943e-04.
Epoch 00342: adjusting learning rate of group 0 to 1.9942e-04.
Epoch 00343: adjusting learning rate of group 0 to 1.9942e-04.
Epoch 00344: adjusting learning rate of group 0 to 1.9942e-04.
Epoch 00345: adjusting learning rate of group 0 to 1.9941e-04.
Epoch 00346: adjusting learning rate of group 0 to 1.9941e-04.
Epoch 00347: adjusting learning rate of group 0 to 1.9941e-04.
Epoch 00348: adjusting learning rate of group 0 to 1.9940e-04.
Epoch 00349: adjusting learning rate of group 0 to 1.9940e-04.
Epoch 00350: adjusting learning rate of group 0 to 1.9940e-04.
Epoch 00351: adjusting learning rate of group 0 to 1.9939e-04.
Epoch 00352: adjusting learning rate of group 0 to 1.9939e-04.
Epoch 00353: adjusting learning rate of group 0 to 1.9939e-04.
Epoch 00354: adjusting learning rate of group 0 to 1.9938e-04.
Epoch 00355: adjusting learning rate of group 0 to 1.9938e-04.
Epoch 00356: adjusting learning rate of group 0 to 1.9938e-04.
Epoch 00357: adjusting learning rate of group 0 to 1.9937e-04.
Epoch 00358: adjusting learning rate of group 0 to 1.9937e-04.
Epoch 00359: adjusting learning rate of group 0 to 1.9936e-04.
Epoch 00360: adjusting learning rate of group 0 to 1.9936e-04.
Epoch 00361: adjusting learning rate of group 0 to 1.9936e-04.
Epoch 00362: adjusting learning rate of group 0 to 1.9935e-04.
Epoch 00363: adjusting learning rate of group 0 to 1.9935e-04.
Epoch 00364: adjusting learning rate of group 0 to 1.9935e-04.
Epoch 00365: adjusting learning rate of group 0 to 1.9934e-04.
Epoch 00366: adjusting learning rate of group 0 to 1.9934e-04.
Epoch 00367: adjusting learning rate of group 0 to 1.9934e-04.
Epoch 00368: adjusting learning rate of group 0 to 1.9933e-04.
Epoch 00369: adjusting learning rate of group 0 to 1.9933e-04.
Epoch 00370: adjusting learning rate of group 0 to 1.9933e-04.
Epoch 00371: adjusting learning rate of group 0 to 1.9932e-04.
Epoch 00372: adjusting learning rate of group 0 to 1.9932e-04.
Epoch 00373: adjusting learning rate of group 0 to 1.9931e-04.
Epoch 00374: adjusting learning rate of group 0 to 1.9931e-04.
Epoch 00375: adjusting learning rate of group 0 to 1.9931e-04.
Epoch 00376: adjusting learning rate of group 0 to 1.9930e-04.
Epoch 00377: adjusting learning rate of group 0 to 1.9930e-04.
Epoch 00378: adjusting learning rate of group 0 to 1.9930e-04.
Epoch 00379: adjusting learning rate of group 0 to 1.9929e-04.
Epoch 00380: adjusting learning rate of group 0 to 1.9929e-04.
Epoch 00381: adjusting learning rate of group 0 to 1.9928e-04.
Epoch 00382: adjusting learning rate of group 0 to 1.9928e-04.
Epoch 00383: adjusting learning rate of group 0 to 1.9928e-04.
Epoch 00384: adjusting learning rate of group 0 to 1.9927e-04.
Epoch 00385: adjusting learning rate of group 0 to 1.9927e-04.
Epoch 00386: adjusting learning rate of group 0 to 1.9927e-04.
Epoch 00387: adjusting learning rate of group 0 to 1.9926e-04.
Epoch 00388: adjusting learning rate of group 0 to 1.9926e-04.
Epoch 00389: adjusting learning rate of group 0 to 1.9925e-04.
Epoch 00390: adjusting learning rate of group 0 to 1.9925e-04.
Epoch 00391: adjusting learning rate of group 0 to 1.9925e-04.
Epoch 00392: adjusting learning rate of group 0 to 1.9924e-04.
Epoch 00393: adjusting learning rate of group 0 to 1.9924e-04.
Epoch 00394: adjusting learning rate of group 0 to 1.9923e-04.
Epoch 00395: adjusting learning rate of group 0 to 1.9923e-04.
Epoch 00396: adjusting learning rate of group 0 to 1.9923e-04.
Epoch 00397: adjusting learning rate of group 0 to 1.9922e-04.
Epoch 00398: adjusting learning rate of group 0 to 1.9922e-04.
Epoch 00399: adjusting learning rate of group 0 to 1.9922e-04.
Epoch 00400: adjusting learning rate of group 0 to 1.9921e-04.
Epoch 00401: adjusting learning rate of group 0 to 1.9921e-04.
Epoch 00402: adjusting learning rate of group 0 to 1.9920e-04.
Epoch 00403: adjusting learning rate of group 0 to 1.9920e-04.
Epoch 00404: adjusting learning rate of group 0 to 1.9920e-04.
Epoch 00405: adjusting learning rate of group 0 to 1.9919e-04.
Epoch 00406: adjusting learning rate of group 0 to 1.9919e-04.
Epoch 00407: adjusting learning rate of group 0 to 1.9918e-04.
Epoch 00408: adjusting learning rate of group 0 to 1.9918e-04.
Epoch 00409: adjusting learning rate of group 0 to 1.9918e-04.
Epoch 00410: adjusting learning rate of group 0 to 1.9917e-04.
Epoch 00411: adjusting learning rate of group 0 to 1.9917e-04.
Epoch 00412: adjusting learning rate of group 0 to 1.9916e-04.
Epoch 00413: adjusting learning rate of group 0 to 1.9916e-04.
Epoch 00414: adjusting learning rate of group 0 to 1.9916e-04.
Epoch 00415: adjusting learning rate of group 0 to 1.9915e-04.
Epoch 00416: adjusting learning rate of group 0 to 1.9915e-04.
Epoch 00417: adjusting learning rate of group 0 to 1.9914e-04.
Epoch 00418: adjusting learning rate of group 0 to 1.9914e-04.
Epoch 00419: adjusting learning rate of group 0 to 1.9913e-04.
Epoch 00420: adjusting learning rate of group 0 to 1.9913e-04.
Epoch 00421: adjusting learning rate of group 0 to 1.9913e-04.
Epoch 00422: adjusting learning rate of group 0 to 1.9912e-04.
Epoch 00423: adjusting learning rate of group 0 to 1.9912e-04.
Epoch 00424: adjusting learning rate of group 0 to 1.9911e-04.
Epoch 00425: adjusting learning rate of group 0 to 1.9911e-04.
